id,word,meaning,,,,,,,,,,,,,,,wrong1,wrong2,wrong3,レベル,品詞
5245,rivalry,競合,,,,,,,,,,,,,,,千万,小気味よい,劣化,6,名詞
5246,catastrophic,壊滅的,,,,,,,,,,,,,,,競合,千万,小気味よい,6,形容詞
5247,elevation,立面図,,,,,,,,,,,,,,,壊滅的,競合,千万,6,名詞
5248,drummer,ドラマー,,,,,,,,,,,,,,,立面図,壊滅的,競合,6,名詞
5249,haul,曳く,,,,,,,,,,,,,,,ドラマー,立面図,壊滅的,6,名詞
5250,lighter,ライター,,,,,,,,,,,,,,,曳く,ドラマー,立面図,6,名詞
5251,numerical,数値,,,,,,,,,,,,,,,ライター,曳く,ドラマー,6,形容詞
5252,recurrence,回帰,,,,,,,,,,,,,,,数値,ライター,曳く,6,名詞
5253,prescribe,規定,,,,,,,,,,,,,,,回帰,数値,ライター,6,動詞
5254,cushion,クッション,,,,,,,,,,,,,,,規定,回帰,数値,6,名詞
5255,folder,リーフレット,,,,,,,,,,,,,,,クッション,規定,回帰,6,名詞
5256,affluent,支流,,,,,,,,,,,,,,,リーフレット,クッション,規定,6,形容詞
5257,proponent,提案者,,,,,,,,,,,,,,,支流,リーフレット,クッション,6,名詞
5258,alcoholic,アル中,,,,,,,,,,,,,,,提案者,支流,リーフレット,6,形容詞
5259,clumsy,不格好,,,,,,,,,,,,,,,アル中,提案者,支流,6,形容詞
5260,dictate,決定づける,,,,,,,,,,,,,,,不格好,アル中,提案者,6,動詞
5261,soften,和らげる,,,,,,,,,,,,,,,決定づける,不格好,アル中,6,動詞
5262,climax,クライマックス,,,,,,,,,,,,,,,和らげる,決定づける,不格好,6,名詞
5263,radius,半径,,,,,,,,,,,,,,,クライマックス,和らげる,決定づける,6,名詞
5264,wrongly,無暗に,,,,,,,,,,,,,,,半径,クライマックス,和らげる,6,副詞
5265,leaflet,リーフレット,,,,,,,,,,,,,,,無暗に,半径,クライマックス,6,名詞
5266,reactor,リアクター,,,,,,,,,,,,,,,リーフレット,無暗に,半径,6,名詞
5267,stain,シミ,,,,,,,,,,,,,,,リアクター,リーフレット,無暗に,6,名詞
5268,seafood,シーフード,,,,,,,,,,,,,,,シミ,リアクター,リーフレット,6,名詞
5269,segregation,分離,,,,,,,,,,,,,,,シーフード,シミ,リアクター,6,名詞
5270,inaugural,新任,,,,,,,,,,,,,,,分離,シーフード,シミ,6,形容詞
5271,alteration,変更,,,,,,,,,,,,,,,新任,分離,シーフード,6,名詞
5272,systemic,全身,,,,,,,,,,,,,,,変更,新任,分離,6,形容詞
5273,turbulent,ものさわがしい,,,,,,,,,,,,,,,全身,変更,新任,6,形容詞
5274,breadth,幅,,,,,,,,,,,,,,,ものさわがしい,全身,変更,6,名詞
5275,spacecraft,スペースクラフト,,,,,,,,,,,,,,,幅,ものさわがしい,全身,6,名詞
5276,disgrace,恥,,,,,,,,,,,,,,,スペースクラフト,幅,ものさわがしい,6,名詞
5277,precaution,予防,,,,,,,,,,,,,,,恥,スペースクラフト,幅,6,名詞
5278,sediment,セジメント,,,,,,,,,,,,,,,予防,恥,スペースクラフト,6,名詞
5279,apprentice,見習い,,,,,,,,,,,,,,,セジメント,予防,恥,6,名詞
5280,spike,スパイク,,,,,,,,,,,,,,,見習い,セジメント,予防,6,名詞
5281,pillar,柱,,,,,,,,,,,,,,,スパイク,見習い,セジメント,6,名詞
5282,informative,情報量が多い,,,,,,,,,,,,,,,柱,スパイク,見習い,6,形容詞
5283,pumpkin,パンプキン,,,,,,,,,,,,,,,情報量が多い,柱,スパイク,6,名詞
5284,confidentiality,機密性,,,,,,,,,,,,,,,パンプキン,情報量が多い,柱,6,名詞
5285,supplementary,補足,,,,,,,,,,,,,,,機密性,パンプキン,情報量が多い,6,形容詞
5286,buffalo,バッファロー,,,,,,,,,,,,,,,補足,機密性,パンプキン,6,名詞
5287,tidal,タイダル,,,,,,,,,,,,,,,バッファロー,補足,機密性,6,形容詞
5288,merchandise,商品,,,,,,,,,,,,,,,タイダル,バッファロー,補足,6,名詞
5289,bracket,ブラケット,,,,,,,,,,,,,,,商品,タイダル,バッファロー,6,名詞
5290,faulty,不完全,,,,,,,,,,,,,,,ブラケット,商品,タイダル,6,形容詞
5291,irrespective,如何にかかわらず,,,,,,,,,,,,,,,不完全,ブラケット,商品,6,形容詞
5292,exert,及ぼす,,,,,,,,,,,,,,,如何にかかわらず,不完全,ブラケット,6,動詞
5293,metabolism,代謝,,,,,,,,,,,,,,,及ぼす,如何にかかわらず,不完全,6,名詞
5294,renewable,再生可能,,,,,,,,,,,,,,,代謝,及ぼす,如何にかかわらず,6,形容詞
5295,masterpiece,傑作,,,,,,,,,,,,,,,再生可能,代謝,及ぼす,6,名詞
5296,smash,スマッシュ,,,,,,,,,,,,,,,傑作,再生可能,代謝,6,動詞
5297,richness,豊かさ,,,,,,,,,,,,,,,スマッシュ,傑作,再生可能,6,名詞
5298,ethic,倫理,,,,,,,,,,,,,,,豊かさ,スマッシュ,傑作,6,名詞
5299,adulthood,大人,,,,,,,,,,,,,,,倫理,豊かさ,スマッシュ,6,名詞
5300,noun,名詞,,,,,,,,,,,,,,,大人,倫理,豊かさ,6,名詞
5301,vitality,バイタリティー,,,,,,,,,,,,,,,名詞,大人,倫理,6,名詞
5302,shove,推し立てる,,,,,,,,,,,,,,,バイタリティー,名詞,大人,6,動詞
5303,comprehend,理解する,,,,,,,,,,,,,,,推し立てる,バイタリティー,名詞,6,動詞
5304,inclination,傾斜,,,,,,,,,,,,,,,理解する,推し立てる,バイタリティー,6,名詞
5305,intuition,直感,,,,,,,,,,,,,,,傾斜,理解する,推し立てる,6,名詞
5306,discrepancy,不一致,,,,,,,,,,,,,,,直感,傾斜,理解する,6,名詞
5307,hypertension,高血圧,,,,,,,,,,,,,,,不一致,直感,傾斜,6,名詞
5308,warmly,親身になって,,,,,,,,,,,,,,,高血圧,不一致,直感,6,副詞
5309,vicinity,側,,,,,,,,,,,,,,,親身になって,高血圧,不一致,6,名詞
5310,underwater,水中,,,,,,,,,,,,,,,側,親身になって,高血圧,6,形容詞
5311,explanatory,説明的,,,,,,,,,,,,,,,水中,側,親身になって,6,形容詞
5312,contingency,コンティンジェンシー,,,,,,,,,,,,,,,説明的,水中,側,6,名詞
5313,humidity,湿気,,,,,,,,,,,,,,,コンティンジェンシー,説明的,水中,6,名詞
5314,trench,トレンチ,,,,,,,,,,,,,,,湿気,コンティンジェンシー,説明的,6,名詞
5315,intentionally,好んで,,,,,,,,,,,,,,,トレンチ,湿気,コンティンジェンシー,6,副詞
5316,bearing,立ち居振る舞い,,,,,,,,,,,,,,,好んで,トレンチ,湿気,6,名詞
5317,entail,包含する,,,,,,,,,,,,,,,立ち居振る舞い,好んで,トレンチ,6,動詞
5318,geological,地質学的,,,,,,,,,,,,,,,包含する,立ち居振る舞い,好んで,6,形容詞
5319,pleasantly,快く,,,,,,,,,,,,,,,地質学的,包含する,立ち居振る舞い,6,副詞
5320,goldfish,金魚,,,,,,,,,,,,,,,快く,地質学的,包含する,6,名詞
5321,complement,補足,,,,,,,,,,,,,,,金魚,快く,地質学的,6,動詞
5322,inclusive,包括的,,,,,,,,,,,,,,,補足,金魚,快く,6,形容詞
5323,downturn,下降期,,,,,,,,,,,,,,,包括的,補足,金魚,6,名詞
5324,paramount,パラマウント,,,,,,,,,,,,,,,下降期,包括的,補足,6,形容詞
5325,enhancement,エンハンスメント,,,,,,,,,,,,,,,パラマウント,下降期,包括的,6,名詞
5326,intrigue,陰謀,,,,,,,,,,,,,,,エンハンスメント,パラマウント,下降期,6,動詞
5327,hare,ウサギ,,,,,,,,,,,,,,,陰謀,エンハンスメント,パラマウント,6,名詞
5328,oyster,オイスター,,,,,,,,,,,,,,,ウサギ,陰謀,エンハンスメント,6,名詞
5329,nominal,公称,,,,,,,,,,,,,,,オイスター,ウサギ,陰謀,6,形容詞
5330,scenic,風光明媚,,,,,,,,,,,,,,,公称,オイスター,ウサギ,6,形容詞
5331,dementia,認知症,,,,,,,,,,,,,,,風光明媚,公称,オイスター,6,名詞
5332,coordinate,コーディネート,,,,,,,,,,,,,,,認知症,風光明媚,公称,6,動詞
5333,remotely,ほとんど,,,,,,,,,,,,,,,コーディネート,認知症,風光明媚,6,副詞
5334,southeastern,南東部,,,,,,,,,,,,,,,ほとんど,コーディネート,認知症,6,形容詞
5335,chiefly,職として,,,,,,,,,,,,,,,南東部,ほとんど,コーディネート,6,副詞
5336,ventilation,換気,,,,,,,,,,,,,,,職として,南東部,ほとんど,6,名詞
5337,repay,恩返し,,,,,,,,,,,,,,,換気,職として,南東部,6,動詞
5338,circulate,流す,,,,,,,,,,,,,,,恩返し,換気,職として,6,動詞
5339,unused,未使用,,,,,,,,,,,,,,,流す,恩返し,換気,6,形容詞
5340,memoir,回想録,,,,,,,,,,,,,,,未使用,流す,恩返し,6,名詞
5341,downhill,ダウンヒル,,,,,,,,,,,,,,,回想録,未使用,流す,6,副詞
5342,hardy,ハード,,,,,,,,,,,,,,,ダウンヒル,回想録,未使用,6,形容詞
5343,intentional,意図的,,,,,,,,,,,,,,,ハード,ダウンヒル,回想録,6,形容詞
5344,continual,継続的,,,,,,,,,,,,,,,意図的,ハード,ダウンヒル,6,形容詞
5345,auditorium,オーディトリアム,,,,,,,,,,,,,,,継続的,意図的,ハード,6,名詞
5346,dissolution,解散,,,,,,,,,,,,,,,オーディトリアム,継続的,意図的,6,名詞
5347,hectic,忙しい,,,,,,,,,,,,,,,解散,オーディトリアム,継続的,6,形容詞
5348,adventurous,冒険的,,,,,,,,,,,,,,,忙しい,解散,オーディトリアム,6,形容詞
5349,hectare,ヘクタール,,,,,,,,,,,,,,,冒険的,忙しい,解散,6,名詞
5350,divert,転換,,,,,,,,,,,,,,,ヘクタール,冒険的,忙しい,6,動詞
5351,embody,具現化,,,,,,,,,,,,,,,転換,ヘクタール,冒険的,6,動詞
5352,childish,幼稚,,,,,,,,,,,,,,,具現化,転換,ヘクタール,6,形容詞
5353,summon,召喚,,,,,,,,,,,,,,,幼稚,具現化,転換,6,動詞
5354,boycott,ボイコット,,,,,,,,,,,,,,,召喚,幼稚,具現化,6,名詞
5355,offset,オフセット,,,,,,,,,,,,,,,ボイコット,召喚,幼稚,6,動詞
5356,luncheon,ランチョン,,,,,,,,,,,,,,,オフセット,ボイコット,召喚,6,名詞
5357,influx,りゅうにゅう,,,,,,,,,,,,,,,ランチョン,オフセット,ボイコット,6,名詞
5358,illicit,くろい,,,,,,,,,,,,,,,りゅうにゅう,ランチョン,オフセット,6,形容詞
5359,unavailable,使用不可,,,,,,,,,,,,,,,くろい,りゅうにゅう,ランチョン,6,形容詞
5360,digestion,消化,,,,,,,,,,,,,,,使用不可,くろい,りゅうにゅう,6,名詞
5361,indispensable,必要不可欠,,,,,,,,,,,,,,,消化,使用不可,くろい,6,形容詞
5362,blindness,盲目,,,,,,,,,,,,,,,必要不可欠,消化,使用不可,6,名詞
5363,singular,特異,,,,,,,,,,,,,,,盲目,必要不可欠,消化,6,形容詞
5364,voucher,バウチャー,,,,,,,,,,,,,,,特異,盲目,必要不可欠,6,名詞
5365,motto,モットー,,,,,,,,,,,,,,,バウチャー,特異,盲目,6,名詞
5366,admirable,見事,,,,,,,,,,,,,,,モットー,バウチャー,特異,6,形容詞
5367,promotional,プロモーション,,,,,,,,,,,,,,,見事,モットー,バウチャー,6,形容詞
5368,banquet,バンケット,,,,,,,,,,,,,,,プロモーション,見事,モットー,6,名詞
5369,inexperienced,不慣れ,,,,,,,,,,,,,,,バンケット,プロモーション,見事,6,形容詞
5370,warranty,保証,,,,,,,,,,,,,,,不慣れ,バンケット,プロモーション,6,名詞
5371,turbulence,不穏,,,,,,,,,,,,,,,保証,不慣れ,バンケット,6,名詞
5372,transparency,透明性,,,,,,,,,,,,,,,不穏,保証,不慣れ,6,名詞
5373,tornado,トルネード,,,,,,,,,,,,,,,透明性,不穏,保証,6,名詞
5374,enclosure,エンクロージャー,,,,,,,,,,,,,,,トルネード,透明性,不穏,6,名詞
5375,pollutant,汚染物質,,,,,,,,,,,,,,,エンクロージャー,トルネード,透明性,6,名詞
5376,experimentation,実験,,,,,,,,,,,,,,,汚染物質,エンクロージャー,トルネード,6,名詞
5377,modernization,近代化,,,,,,,,,,,,,,,実験,汚染物質,エンクロージャー,6,名詞
5378,activation,活性化,,,,,,,,,,,,,,,近代化,実験,汚染物質,6,名詞
5379,marsh,低湿地,,,,,,,,,,,,,,,活性化,近代化,実験,6,名詞
5380,intrusion,乱入,,,,,,,,,,,,,,,低湿地,活性化,近代化,6,名詞
5381,contaminate,汚す,,,,,,,,,,,,,,,乱入,低湿地,活性化,6,動詞
5382,pertinent,適切,,,,,,,,,,,,,,,汚す,乱入,低湿地,6,形容詞
5383,spear,槍,,,,,,,,,,,,,,,適切,汚す,乱入,6,名詞
5384,cram,詰め込む,,,,,,,,,,,,,,,槍,適切,汚す,6,動詞
5385,subscriber,契約者,,,,,,,,,,,,,,,詰め込む,槍,適切,6,名詞
5386,showcase,ショーケース,,,,,,,,,,,,,,,契約者,詰め込む,槍,6,名詞
5387,alleviate,和らげる,,,,,,,,,,,,,,,ショーケース,契約者,詰め込む,6,動詞
5388,cyclist,サイクリスト,,,,,,,,,,,,,,,和らげる,ショーケース,契約者,6,名詞
5389,renovation,リノベーション,,,,,,,,,,,,,,,サイクリスト,和らげる,ショーケース,6,名詞
5390,contingent,クォーター,,,,,,,,,,,,,,,リノベーション,サイクリスト,和らげる,6,名詞
5391,catalyst,触媒,,,,,,,,,,,,,,,クォーター,リノベーション,サイクリスト,6,名詞
5392,unsuitable,不適切,,,,,,,,,,,,,,,触媒,クォーター,リノベーション,6,形容詞
5393,incorporation,合併,,,,,,,,,,,,,,,不適切,触媒,クォーター,6,名詞
5394,unequal,揃わない,,,,,,,,,,,,,,,合併,不適切,触媒,6,形容詞
5395,sufferer,被害者,,,,,,,,,,,,,,,揃わない,合併,不適切,6,名詞
5396,pathway,通路,,,,,,,,,,,,,,,被害者,揃わない,合併,6,名詞
5397,discriminate,わける,,,,,,,,,,,,,,,通路,被害者,揃わない,6,動詞
5398,haircut,理髪,,,,,,,,,,,,,,,わける,通路,被害者,6,名詞
5399,stationary,定常,,,,,,,,,,,,,,,理髪,わける,通路,6,形容詞
5400,designation,指定,,,,,,,,,,,,,,,定常,理髪,わける,6,名詞
5401,evoke,誘起,,,,,,,,,,,,,,,指定,定常,理髪,6,動詞
5402,elastic,エラスチック,,,,,,,,,,,,,,,誘起,指定,定常,6,形容詞
5403,spokesperson,スポークスパーソン,,,,,,,,,,,,,,,エラスチック,誘起,指定,6,名詞
5404,exterior,外側,,,,,,,,,,,,,,,スポークスパーソン,エラスチック,誘起,6,名詞
5405,zinc,ジンク,,,,,,,,,,,,,,,外側,スポークスパーソン,エラスチック,6,名詞
5406,pest,害虫,,,,,,,,,,,,,,,ジンク,外側,スポークスパーソン,6,名詞
5407,fungus,真菌,,,,,,,,,,,,,,,害虫,ジンク,外側,6,名詞
5408,lastly,最後に,,,,,,,,,,,,,,,真菌,害虫,ジンク,6,副詞
5409,reinforcement,リインフォースメント,,,,,,,,,,,,,,,最後に,真菌,害虫,6,名詞
5410,lure,ルアー,,,,,,,,,,,,,,,リインフォースメント,最後に,真菌,6,名詞
5411,seam,継ぎ目,,,,,,,,,,,,,,,ルアー,リインフォースメント,最後に,6,名詞
5412,inhibit,抑止,,,,,,,,,,,,,,,継ぎ目,ルアー,リインフォースメント,6,動詞
5413,tariff,料金表,,,,,,,,,,,,,,,抑止,継ぎ目,ルアー,6,名詞
5414,disperse,散り散り,,,,,,,,,,,,,,,料金表,抑止,継ぎ目,6,動詞
5415,terrestrial,テレストリアル,,,,,,,,,,,,,,,散り散り,料金表,抑止,6,形容詞
5416,disguise,変装,,,,,,,,,,,,,,,テレストリアル,散り散り,料金表,6,動詞
5417,align,整列,,,,,,,,,,,,,,,変装,テレストリアル,散り散り,6,動詞
5418,underlie,根底,,,,,,,,,,,,,,,整列,変装,テレストリアル,6,動詞
5419,portal,ポータル,,,,,,,,,,,,,,,根底,整列,変装,6,名詞
5420,kidnap,拉致る,,,,,,,,,,,,,,,ポータル,根底,整列,6,動詞
5421,restrain,抑える,,,,,,,,,,,,,,,拉致る,ポータル,根底,6,動詞
5422,hesitant,やぶさか,,,,,,,,,,,,,,,抑える,拉致る,ポータル,6,形容詞
5423,rethink,考え直す,,,,,,,,,,,,,,,やぶさか,抑える,拉致る,6,動詞
5424,receptionist,受付,,,,,,,,,,,,,,,考え直す,やぶさか,抑える,6,名詞
5425,captivity,ほしゅう,,,,,,,,,,,,,,,受付,考え直す,やぶさか,6,名詞
5426,lighthouse,灯台,,,,,,,,,,,,,,,ほしゅう,受付,考え直す,6,名詞
5427,squirrel,リス,,,,,,,,,,,,,,,灯台,ほしゅう,受付,6,名詞
5428,downstream,ダウンストリーム,,,,,,,,,,,,,,,リス,灯台,ほしゅう,6,副詞
5429,pollen,花粉,,,,,,,,,,,,,,,ダウンストリーム,リス,灯台,6,名詞
5430,ornament,装飾品,,,,,,,,,,,,,,,花粉,ダウンストリーム,リス,6,名詞
5431,abnormality,異常,,,,,,,,,,,,,,,装飾品,花粉,ダウンストリーム,6,名詞
5432,blur,ぼけ,,,,,,,,,,,,,,,異常,装飾品,花粉,6,名詞
5433,carbonate,炭酸塩,,,,,,,,,,,,,,,ぼけ,異常,装飾品,6,名詞
5434,ore,鉱石,,,,,,,,,,,,,,,炭酸塩,ぼけ,異常,6,名詞
5435,caretaker,引き取り手,,,,,,,,,,,,,,,鉱石,炭酸塩,ぼけ,6,名詞
5436,inward,ひとしれず,,,,,,,,,,,,,,,引き取り手,鉱石,炭酸塩,6,形容詞
5437,dissatisfied,不満,,,,,,,,,,,,,,,ひとしれず,引き取り手,鉱石,6,形容詞
5438,evacuate,立ち退く,,,,,,,,,,,,,,,不満,ひとしれず,引き取り手,6,動詞
5439,accessibility,アクセシビリティ,,,,,,,,,,,,,,,立ち退く,不満,ひとしれず,6,名詞
5440,unfold,開く,,,,,,,,,,,,,,,アクセシビリティ,立ち退く,不満,6,動詞
5441,canon,カノン,,,,,,,,,,,,,,,開く,アクセシビリティ,立ち退く,6,名詞
5442,physicist,物理学者,,,,,,,,,,,,,,,カノン,開く,アクセシビリティ,6,名詞
5443,erupt,わき上がる,,,,,,,,,,,,,,,物理学者,カノン,開く,6,動詞
5444,rust,さび,,,,,,,,,,,,,,,わき上がる,物理学者,カノン,6,名詞
5445,linguistics,言語学,,,,,,,,,,,,,,,さび,わき上がる,物理学者,6,名詞
5446,communicative,コミュニカティブ,,,,,,,,,,,,,,,言語学,さび,わき上がる,6,形容詞
5447,comb,コーム,,,,,,,,,,,,,,,コミュニカティブ,言語学,さび,6,名詞
5448,aerobic,有酸素,,,,,,,,,,,,,,,コーム,コミュニカティブ,言語学,6,形容詞
5449,quarterly,クォータリー,,,,,,,,,,,,,,,有酸素,コーム,コミュニカティブ,6,形容詞
5450,stagger,よろける,,,,,,,,,,,,,,,クォータリー,有酸素,コーム,6,動詞
5451,bin,ビン,,,,,,,,,,,,,,,よろける,クォータリー,有酸素,6,名詞
5452,deduction,控除,,,,,,,,,,,,,,,ビン,よろける,クォータリー,6,名詞
5453,ascertain,確かめる,,,,,,,,,,,,,,,控除,ビン,よろける,6,動詞
5454,imperative,必要不可欠,,,,,,,,,,,,,,,確かめる,控除,ビン,6,形容詞
5455,overdue,未払い,,,,,,,,,,,,,,,必要不可欠,確かめる,控除,6,形容詞
5456,unfairly,不当に,,,,,,,,,,,,,,,未払い,必要不可欠,確かめる,6,副詞
5457,seizure,発作,,,,,,,,,,,,,,,不当に,未払い,必要不可欠,6,名詞
5458,halve,半分,,,,,,,,,,,,,,,発作,不当に,未払い,6,動詞
5459,discern,嗅ぎ分ける,,,,,,,,,,,,,,,半分,発作,不当に,6,動詞
5460,centrally,中央で,,,,,,,,,,,,,,,嗅ぎ分ける,半分,発作,6,副詞
5461,predominant,じゅうてんてき,,,,,,,,,,,,,,,中央で,嗅ぎ分ける,半分,6,形容詞
5462,exempt,エグゼンプト,,,,,,,,,,,,,,,じゅうてんてき,中央で,嗅ぎ分ける,6,形容詞
5463,haunt,憑く,,,,,,,,,,,,,,,エグゼンプト,じゅうてんてき,中央で,6,動詞
5464,unanimously,満場一致で,,,,,,,,,,,,,,,憑く,エグゼンプト,じゅうてんてき,6,副詞
5465,displace,置き換える,,,,,,,,,,,,,,,満場一致で,憑く,エグゼンプト,6,動詞
5466,cucumber,キュウリ,,,,,,,,,,,,,,,置き換える,満場一致で,憑く,6,名詞
5467,disparity,格差,,,,,,,,,,,,,,,キュウリ,置き換える,満場一致で,6,名詞
5468,seedling,苗,,,,,,,,,,,,,,,格差,キュウリ,置き換える,6,名詞
5469,microscopic,微視的,,,,,,,,,,,,,,,苗,格差,キュウリ,6,形容詞
5470,furnace,炉,,,,,,,,,,,,,,,微視的,苗,格差,6,名詞
5471,vertically,縦に,,,,,,,,,,,,,,,炉,微視的,苗,6,副詞
5472,breeder,ブリーダー,,,,,,,,,,,,,,,縦に,炉,微視的,6,名詞
5473,shave,当たる,,,,,,,,,,,,,,,ブリーダー,縦に,炉,6,動詞
5474,hallmark,ホールマーク,,,,,,,,,,,,,,,当たる,ブリーダー,縦に,6,名詞
5475,edible,食用,,,,,,,,,,,,,,,ホールマーク,当たる,ブリーダー,6,形容詞
